,Kirkovo,61,,43.1833333,26.8166667
bo,la olla,La Olla,03,,-12.1833333,-66.7666667
bo,la paccha,La Paccha,08,,-18.4,-63.85
bo,lapacha,Lapacha,01,,-20.9666667,-63.0166667
bo,lapacho,Lapacho,01,,-20.9666667,-63.0166667
bo,lapacoz,Lapacoz,08,,-15.8,-63.0666667
bo,la pajcha,La Pajcha,08,,-18.4,-63.85
bo,la palacios,La Palacios,03,,-13.7908333,-66.3077778
bo,la palca,La Palca,01,,-18.6833333,-65.2166667
bo,la palca,La Palca,07,,-18.75,-66.05
bo,la palca,La Palca,09,,-21.1,-64.1
bo,la palizada,La Palizada,01,,-20.0833333,-64.3166667
bo,la paliza,La Paliza,03,,-11.1166667,-65.7333333
bo,la paliza,La Paliza,08,,-17.6666667,-63.2166667
bo,la palmita,La Palmita,09,,-21.55,-63.4
bo,la paloma,La Paloma,07,,-21.75,-66.1833333
bo,la pampa,La Pampa,04,,-13.0166667,-68.6333333
bo,la paz,La Paz,03,,-13.9666667,-66.2002778
bo,la paz,La Paz,04,812819,-16.5,-68.15
bo,la pena,La Peña,08,,-17.9333333,-62.9833333
bo,la penia,La Penia,08,,-19.5166667,-63.7166667
bo,la petrolera,La Petrolera,09,,-21.95,-63.4333333
bo,lapichi,Lapichi,04,,-15.7166667,-68.25
bo,la piedad,La Piedad,08,,-16.3666667,-58.6333333
bo,la piedra,La Piedra,01,,-19.55,-64.15
bo,la piedra,La Piedra,08,,-18.4833333,-63.6166667
bo,la piedra santa,La Piedra Santa,08,,-18.1413889,-64.2125
bo,la piedrita,La Piedrita,08,,-17.8333333,-59.95
bo,la pita,La Pita,03,,-14.4333333,-66.9833333
bo,la pizarra,La Pizarra,01,,-20.8166667,-65.2166667
bo,la playa bejarano,La Playa Bejarano,08,,-16.6833333,-63.65
bo,la playita,La Playita,08,,-19.4333333,-62.4833333
bo,la plazuela,La Plazuela,04,,-16.4666667,-67.3666667
bo,la pobreza,La Pobreza,08,,-14.3833333,-63.2166667
bo,la poromita,La Poromita,07,,-20.6833333,-65.4666667
bo,la portuguesa,La Portuguesa,01,,-20.0333333,-64.4166667
bo,la portugueza,La Portugueza,01,,-20.0333333,-64.4166667
bo,la providencia,La Providencia,08,,-15.4333333,-61.05
bo,la puerta,La Puerta,07,,-19.55,-65.8333333
bo,la puerta,La Puerta,09,,-22.1333333,-62.7333333
bo,la puesta,La Puesta,07,,-19.55,-65.8333333
bo,la punta,La Punta,03,,-13.3166667,-63.75
bo,la quebrada,La Quebrada,01,,-18.8,-64.95
bo,laqueca,Laqueca,05,,-19.5333333,-68.4333333
bo,laqueca,Laqueca,07,,-20.2333333,-68.5
bo,la quemada,La Quemada,01,,-20.7333333,-65.35
bo,laquinamaya,Laquiñamaya,04,,-16.9333333,-69.1833333
bo,laquiputo,Laquiputo,07,,-21.2,-65.7333333
bo,la quisera,La Quisera,07,,-21.7666667,-65.5833333
bo,la ramada,La Ramada,02,,-17.5666667,-66.4666667
bo,laramcota,Laramcota,04,,-17.0333333,-67.4333333
bo,laram kota,Laram Kota,04,,-17.15,-68.9333333
bo,larancagua,Larancagua,05,,-18.4,-66.8166667
bo,laran,Laran,05,,-18.35,-66.9333333
bo,larapampa,Larapampa,01,,-20.1166667,-64.6833333
bo,la raya,La Raya,03,,-13.85,-62.8
bo,la reja,La Reja,08,,-16.0166667,-61.4833333
bo,largarpampa,Largarpampa,02,,-18.3666667,-64.9166667
bo,larguani,Larguani,04,,-17.2,-67.3666667
bo,laribera,Laribera,04,,-17.6166667,-67.6833333
bo,la ribera,La Ribera,05,,-19.0166667,-68.65
bo,larimacca,Larimacca,02,,-17.7166667,-65.3166667
bo,larimacos,Larimacos,02,,-17.7166667,-65.3166667
bo,larimarca,Larimarca,02,,-17.7166667,-65.3166667
bo,la rinconada,La Rinconada,02,,-17.4,-66.1166667
bo,la rinconada,La Rinconada,04,,-15.7833333,-67.3333333
bo,la rivera,La Rivera,05,,-19.0166667,-68.65
bo,larkhapampa,Larkhapampa,01,,-20.1166667,-64.6833333
bo,larona,Larona,06,,-11.5833333,-68.4166667
bo,la rosa,La Rosa,01,,-20.6,-62.4
bo,las abras,Las Abras,01,,-20.1333333,-64.3666667
bo,las abras,Las Abras,03,,-14.85,-65.3833333
bo,las aguilas,Las Aguilas,08,,-17.6333333,-62.5333333
bo,la saltena,La Salteña,09,,-21.25,-64.15
bo,las anguilas,Las Anguilas,08,,-17.6333333,-62.5333333
bo,las anguillas,Las Anguillas,08,,-17.6333333,-62.5333333
bo,las arenas,Las Arenas,01,,-20.1833333,-63.8833333
bo,las bahias,Las Bahías,08,,-15.2,-60.9333333
bo,las barreras,Las Barreras,08,,-17.45,-63.1666667
bo,las calles,Las Calles,06,,-10.8333333,-67.45
bo,las canchas,Las Canchas,08,,-17.3333333,-62.8833333
bo,lascani,Lascani,07,,-21.0,-66.3333333
bo,las carleros,Las Carleros,08,,-17.5833333,-59.6166667
bo,las carreras,Las Carreras,01,,-21.2166667,-65.2833333
bo,las carreras,Las Carreras,02,,-18.05,-64.5666667
bo,las chacras,Las Chacras,08,,-17.2833333,-63.1666667
bo,las chacritas,Las Chacritas,08,,-18.35,-63.7
bo,las colinas,Las Colinas,08,,-18.1,-60.1333333
bo,las conchas,Las Conchas,08,,-17.0166667,-61.7
bo,las cruces,Las Cruces,08,,-17.7666667,-63.3333333
bo,las cuevitas,Las Cuevitas,08,,-19.45,-63.5666667
bo,las cusis,Las Cusis,03,,-13.1833333,-65.6666667
bo,las cutas,Las Cutas,08,,-18.9166667,-60.9166667
bo,la senal,La Señal,01,,-20.2,-64.2333333
bo,las encanadas,Las Encañadas,09,,-21.9166667,-63.1833333
bo,la senda,La Senda,01,,-20.5166667,-62.6833333
bo,la senda,La Senda,03,,-15.3666667,-64.3333333
bo,la senda,La Senda,08,,-17.3,-63.4
bo,las horcas,Las Horcas,08,,-17.8833333,-63.2833333
bo,las hormigas,Las Hormigas,02,,-16.7333333,-64.8
bo,la silla,La Silla,04,,-15.9666667,-67.6666667
bo,las jejenis,Las Jejenis,08,,-18.5166667,-60.8666667
bo,las juntas,Las Juntas,01,,-20.4333333,-63.9833333
bo,las juntas,Las Juntas,03,,-11.8666667,-66.25
bo,las juntas,Las Juntas,04,,-16.8166667,-67.6833333
bo,las juntas,Las Juntas,07,,-21.5833333,-67.5333333
bo,las juntas,Las Juntas,08,,-17.9666667,-64.0333333
bo,las juntas,Las Juntas,09,,-21.75,-64.7666667
bo,las lajas,Las Lajas,08,,-16.0,-61.0833333
bo,las lajitas,Las Lajitas,09,,-21.5333333,-63.9166667
bo,las llaves,Las Llaves,08,,-15.15,-61.1
bo,las lomas,Las Lomas,08,,-17.6666667,-63.3
bo,las madrecitas,Las Madrecitas,08,,-17.1333333,-62.7
bo,las maguesas,Las Maguesas,08,,-17.5833333,-59.3833333
bo,las marias,Las Marías,03,,-12.7333333,-65.55
bo,las marotas,Las Marotas,08,,-17.0333333,-63.3166667
bo,la soledad,La Soledad,09,,-21.5666667,-63.4333333
bo,la sorpresa,La Sorpresa,08,,-19.85,-62.1333333
bo,la sotajera,La Sotajera,08,,-20.35,-63.4666667
bo,la sotalera,La Sotalera,08,,-20.35,-63.4666667
bo,las palmas,Las Palmas,03,,-13.4527778,-66.6333333
bo,las palmeras,Las Palmeras,03,,-14.5666667,-64.5166667
bo,las palmitas,Las Palmitas,03,,-11.2833333,-65.8666667
bo,las pampas,Las Pampas,08,,-18.4833333,-63.7666667
bo,las pampitas,Las Pampitas,03,,-12.9166667,-64.65
bo,las peiadas,Las Peiadas,08,,-14.8833333,-61.15
bo,las peladas,Las Peladas,08,,-14.8833333,-61.15
bo,las petas,Las Petas,03,,-13.8558333,-66.7572222
bo,las petas,Las Petas,08,,-16.3833333,-59.1833333
bo,las piedras,Las Piedras,06,,-11.1,-66.1666667
bo,las piedras,Las Piedras,08,,-15.15,-60.9333333
bo,las piedritas,Las Piedritas,08,,-16.05,-60.3166667
bo,las pitas,Las Pitas,08,,-16.6,-58.7
bo,las pocitas,Las Pocitas,08,,-17.0333333,-62.8
bo,las porongos,Las Porongos,08,,-18.1166667,-60.8833333
bo,las tajibos,Las Tajibos,08,,-17.6833333,-62.9833333
bo,las tapas,Las Tapas,08,,-17.3666667,-63.7166667
bo,las taperas,Las Taperas,08,,-17.1166667,-61.2333333
bo,lasti,Lastí,09,,-21.6833333,-63.75
bo,las tipas,Las Tipas,08,,-17.5833333,-63.45
bo,las trancas,Las Trancas,08,,-18.1,-63.3166667
bo,las troncas,Las Troncas,08,,-18.2833333,-59.8
bo,la suerte,La Suerte,08,,-14.7666667,-61.7166667
bo,las ulupicas,Las Ulupicas,01,,-21.05,-65.1833333
bo,las viruelas,Las Viruelas,08,,-19.5666667,-62.4833333
bo,latamarca,Latamarca,04,,-16.0166667,-68.65
bo,la tiendita,La Tiendita,09,,-22.1333333,-64.7
bo,la torre de la lechera,La Torre de la Lechera,01,,-20.6166667,-65.2
bo,la torre,La Torre,01,,-19.2833333,-64.6
bo,la torre,La Torre,07,,-21.2166667,-65.75
bo,la torre,La Torre,09,,-21.4333333,-64.4333333
bo,la trampa del tigre,La Trampa del Tigre,09,,-21.2833333,-63.4666667
bo,la trampa,La Trampa,08,,-14.6333333,-62.0166667
bo,la tranca,La Tranca,07,,-19.3833333,-65.2333333
bo,la tranca,La Tranca,08,,-20.2666667,-63.4666667
bo,la tranca,La Tranca,09,,-21.85,-63.05
bo,la tribu,La Tribu,06,,-10.2,-65.6833333
bo,la trinchera,La Trinchera,08,,-18.7333333,-63.4
bo,la trinidad,La Trinidad,08,,-16.2833333,-61.7333333
bo,la tuna,La Tuna,03,,-14.75,-64.9666667
bo,la tunita,La Tunita,08,,-19.8166667,-63.5833333
bo,laucapata,Laucapata,05,,-18.6833333,-68.3166667
bo,launapi,Launapi,05,,-17.9666667,-68.0666667
bo,la union,La Unión,04,,-16.25,-68.2333333
bo,la union,La Unión,08,,-15.3,-61.0833333
bo,laupani,Laupani,05,,-17.9666667,-68.0666667
bo,laura,Laura,04,,-17.0166667,-68.8
bo,laurani,Laurani,04,,-16.1333333,-68.4
bo,laurapata,Laurapata,04,,-16.9333333,-68.65
bo,la urite,La Urite,08,,-17.4,-62.7666667
bo,lavadero,Lavadero,01,,-19.1772222,-65.0488889
bo,lava,Lava,07,,-19.9166667,-65.6333333
bo,lava lava,Lava Lava,02,,-17.4166667,-65.9833333
bo,lavaxa,Lavaxa,05,,-19.7,-68.2666667
bo,la veta,La Veta,09,,-21.8666667,-64.25
bo,la victoria,La Victoria,08,,-14.4833333,-62.65
bo,la vidreria,La Vidrería,01,,-20.85,-65.3
bo,la vidrieria,La Vidriería,01,,-20.85,-65.3
bo,la villa,La Villa,02,,-17.5166667,-65.8
bo,la villa,La Villa,08,,-17.8333333,-63.15
bo,la vina,La Viña,02,,-17.85,-64.8333333
bo,la vina perdida,La Viña Perdida,02,,-17.8666667,-64.8166667
bo,layaca,Layaca,05,,-19.7,-68.2666667
bo,layco,Layco,07,,-20.2333333,-66.1333333
bo,laza,Laza,04,,-16.4166667,-67.4333333
bo,lazaro,Lázaro,03,,-14.1166667,-65.4166667
bo,lecheron,Lecherón,09,,-21.5666667,-63.35
bo,lecna,Lecna,04,,-16.4,-67.3333333
bo,lecori,Lecori,01,,-20.15,-65.2833333
bo,ledezma,Ledezma,07,,-21.0666667,-66.8
bo,leena,Leena,04,,-16.4,-67.3333333
bo,legue,Legue,06,,-11.1833333,-67.8666667
bo,leima,Leima,04,,-17.65,-68.55
bo,leipez,Leipez,04,,-15.5833333,-68.15
bo,lejna,Lejna,04,,-16.4,-67.3333333
bo,lekori,Lekori,01,,-20.15,-65.2833333
bo,lenas,Leñas,07,,-19.25,-66.1166667
bo,lencerocagua,Lencerocagua,07,,-19.85,-66.0333333
bo,leon cancha,León Cancha,09,,-21.1833333,-64.7333333
bo,leones,Leones,07,,-21.6,-65.6166667
bo,leon,León,07,,-21.85,-66.25
bo,leon minuna,Leon Minuna,07,,-20.0333333,-66.05
bo,leoqueni,Leoqueni,07,,-18.05,-66.45
bo,leoquine,Leoquine,07,,-18.05,-66.45
bo,lequeamayo,Lequeamayo,04,,-17.55,-67.7333333
bo,leque,Leque,02,,-17.5,-66.8166667
bo,lequeni,Lequeni,04,,-17.2833333,-69.2666667
bo,lequepalca,Lequepalca,05,,-17.6333333,-66.9166667
bo,lequeri,Lequeri,04,,-16.7166667,-69.1333333
bo,lequesani,Lequesani,07,,-19.6019444,-65.2947222
bo,lerco,Lerco,04,,-17.3333333,-69.1166667
bo,lerena,Lerena,06,,-10.6333333,-66.4166667
bo,leritani,Leritani,04,,-16.85,-67.4166667
bo,lerko,Lerko,05,,-17.8166667,-68.4833333
bo,letanias,Letanías,04,,-16.8,-68.4333333
bo,leticia,Leticia,08,,-14.3333333,-61.6333333
bo,letrero,Letrero,08,,-15.75,-60.5
bo,leytani,Leytani,07,,-20.9833333,-66.3666667
bo,lia,Lia,05,,-19.7166667,-67.85
bo,liani,Liani,04,,-15.4333333,-69.0166667
bo,liberpool,Liberpool,08,,-14.3,-62.3166667
bo,libertad,Libertad,03,,-12.8,-64.0166667
bo,libertad,Libertad,04,,-15.5166667,-68.7166667
bo,libertad,Libertad,06,,-11.0833333,-66.3
bo,libiscota,Libiscota,05,,-19.5833333,-68.4333333
bo,lidia,Lidia,08,,-17.3666667,-63.7666667
bo,lidiuni,Lidiuni,04,,-15.65,-68.7333333
bo,ligacoyo,Ligacoyo,07,,-21.4166667,-66.0666667
bo,lihuiri churu,Lihuiri Churu,07,,-18.05,-65.95
bo,lijuata,Lijuata,04,,-15.8833333,-68.3333333
bo,lilimani,Lilimani,04,,-16.45,-68.6833333
bo,limabamba,Limabamba,01,,-19.5333333,-64.3666667
bo,limal,Limal,09,,-22.3833333,-64.55
bo,lima palma,Lima Palma,01,,-20.9333333,-63.25
bo,limara,Limara,04,,-17.3666667,-68.6166667
bo,limari,Limari,04,,-17.3666667,-68.6166667
bo,limatambo,Limatambo,07,,-18.2833333,-65.9
bo,limitambo,Limitambo,07,,-18.2833333,-65.9
bo,limoncito,Limoncito,08,3622,-18.0166667,-63.4
bo,limones,Limones,06,,-10.25,-66.0833333
bo,limones,Limones,08,,-16.4,-59.2666667
bo,limon,Limón,04,,-14.2333333,-67.5166667
bo,limon,Limón,06,,-11.65,-68.5666667
bo,limon,Limón,08,,-16.5166667,-62.8666667
bo,limoquije,Limoquije,03,,-15.4333333,-64.8
bo,limpia,Limpia,02,,-18.2166667,-65.5666667
bo,limpia,Limpia,04,,-17.0833333,-68.55
bo,limpu,Limpu,04,,-17.85,-69.1333333
bo,linares,Linares,09,,-22.6333333,-64.35
bo,linasta,Linasta,06,,-10.1666667,-65.8666667
bo,lincha,Lincha,07,,-20.55,-65.5
bo,lincurata,Lincurata,04,,-17.2,-69.1
bo,lincuraya,Lincuraya,04,,-17.2,-69.1
bo,linda cueva,Linda Cueva,07,,-21.5833333,-66.2833333
bo,linde,Linde,02,,-16.9833333,-65.9166667
bo,linoquije,Linoquije,03,,-15.4333333,-64.8
bo,linque,Linque,07,,-21.0333333,-65.8666667
bo,lintaca,Lintaca,01,,-20.7666667,-65.3333333
bo,lipari,Lipari,04,,-16.6166667,-68.0666667
bo,lipez orco,Lípez Orco,07,,-19.6166667,-65.7833333
bo,lipiani,Lipiani,02,,-17.3166667,-66.8666667
bo,lipichi,Lipichi,07,,-19.4833333,-65.3333333
bo,lipipuchi,Lipipuchi,07,,-19.6666667,-67.2333333
bo,lipipuchio,Lipipuchio,07,,-19.6666667,-67.2333333
bo,lipi pujio,Lipi Pujio,05,,-19.6666667,-67.3333333
bo,lique,Lique,01,,-20.5,-65.15
bo,liquinas,Liquinas,01,,-21.0166667,-64.4666667
bo,liquisani,Liquisani,04,,-15.3166667,-68.75
bo,liri,Liri,07,,-20.4666667,-65.3833333
bo,liritani,Liritani,04,,-16.85,-67.4166667
bo,liriuni,Liriuni,02,,-17.3166667,-66.3333333
bo,lisboa,Lisboa,06,,-11.3166667,-68.05
bo,listuni,Listuni,04,,-15.3833333,-68.95
bo,lita,Lita,07,,-20.3166667,-66.5333333
bo,liuque,Liuque,07,,-21.0333333,-65.8666667
bo,liverpol,Liverpol,06,,-10.8333333,-66.5833333
bo,liverpool,Liverpool,06,,-10.7666667,-66.6666667
bo,liverpool,Liverpool,08,,-14.3,-62.3166667
bo,livertad,Livertad,06,,-11.5166667,-68.4166667
bo,livichuco,Livichuco,07,,-18.8833333,-66.4666667
bo,livilivi,Livilivi,05,,-19.7,-68.0666667
bo,livi livi,Livi Livi,07,,-21.7,-65.3166667
bo,livis khota,Livis Khota,05,,-19.5833333,-68.4333333
bo,llacasa,Llacasa,04,,-16.65,-68.0666667
bo,llachu,Llachu,05,,-18.35,-68.2
bo,llaguacari,Llaguacari,07,,-19.0116667,-65.6141667
bo,llaillacura,Llaillacura,07,,-20.95,-67.5
bo,llajlla,Llajlla,04,,-17.5166667,-68.3166667
bo,llallagua,Llallagua,04,,-16.8666667,-68.7
bo,llallagua,Llallagua,04,,-17.7666667,-68.35
bo,llallagua,Llallagua,07,28070,-18.4166667,-66.6333333
bo,llallaque,Llallaque,05,,-17.6,-67.0833333
bo,llamacasa,Llamacasa,07,,-20.7166667,-66.25
bo,llamadas,Llamadas,09,,-21.8,-64.2
bo,llamahuanisca,Llamahuanisca,07,,-21.2333333,-65.95
bo,llamakaka,Llamakaka,01,,-20.1833333,-65.2333333
bo,llamakako,Llamakako,01,,-20.1833333,-65.2333333
bo,llampayoc,Llampayoc,07,,-21.7166667,-66.4833333
bo,llanacasa,Llañacasa,07,,-21.3,-66.15
bo,llanaciega,Llanaciega,07,,-21.5333333,-66.25
bo,llanacienega,Llanaciénega,07,,-21.5333333,-66.25
bo,llanadas,Llanadas,09,,-21.8,-64.2
bo,llanahorca,Llanahorca,07,,-21.55,-66.55
bo,llanaloma,Llanaloma,07,,-21.5666667,-66.9166667
bo,llango belen,Llango Belen,04,,-17.35,-67.9
bo,llanka sirki,Llanka Sirki,04,,-17.4166667,-68.6
bo,llanquera,Llanquera,05,,-17.9833333,-67.7
bo,llanquero,Llanquero,05,,-18.1,-67.7833333
bo,llanquichaqui,Llanquichaqui,04,,-16.2666667,-68.6333333
bo,llanquira,Llanquira,05,,-17.8,-68.2
bo,llanta apacheta,Llanta Apacheta,07,,-19.4208333,-65.1822222
bo,llapa llapani,Llapa Llapani,05,,-18.0,-67.9333333
bo,llapa llapini,Llapa Llapini,05,,-18.0,-67.9333333
bo,llapapata,Llapapata,04,,-15.9333333,-68.2833333
bo,llaracuesta,Llaracuesta,07,,-20.5166667,-66.3333333
bo,llarnacrenaga,Llarnacrenaga,07,,-21.5333333,-66.25
bo,llatilquima,Llatilquima,07,,-19.9833333,-68.3333333
bo,llatiquima,Llatiquima,07,,-19.9833333,-68.3333333
bo,llaullacura,Llaullacura,07,,-20.95,-67.5
bo,llaullini,Llaullini,04,,-16.2,-68.15
bo,llauri-chambi,Llauri-Chambi,04,,-17.3666667,-67.9833333
bo,llaurichampi,Llaurichampi,04,,-17.3666667,-67.9833333
bo,llaurickoya,Llaurickoya,07,,-19.3,-65.7
bo,llavecita,Llavecita,02,,-16.95,-66.9333333
bo,llave,Llave,04,,-16.8333333,-67.9833333
bo,llavesita,Llavesita,02,,-16.95,-66.9333333
bo,llavica,Llavica,07,,-20.6166667,-67.7
bo,llavisa,Llavisa,07,,-18.9333333,-65.9333333
bo,llavis,Llavis,07,,-18.9333333,-65.9333333
bo,llayalla,Llayalla,04,,-17.5166667,-68.3166667
bo,llaytani,Llaytani,04,,-17.3666667,-69.45
bo,llesoca,Llesoca,05,,-17.8833333,-68.0333333
bo,llesoco,Llesoco,05,,-17.8833333,-68.0333333
bo,llica,Llica,07,,-19.85,-68.25
bo,llicaytahua,Llicaytahua,07,,-19.85,-67.6
bo,llichani,Llichani,07,,-21.3333333,-66.2833333
bo,llimphi,Llimphi,04,,-17.8166667,-69.0666667
bo,llimpu,Llimpu,04,,-17.85,-69.1333333
bo,llinquitura,Llinquitura,02,,-18.0666667,-65.3333333
bo,llinquituro,Llinquituro,02,,-18.0666667,-65.3333333
bo,llipi,Llipi,04,,-15.6,-68.1833333
bo,llipi llipi,Llipi Llipi,04,,-17.1833333,-67.3833333
bo,llisquina,Llisquina,07,,-19.85,-68.3666667
bo,llito,Llito,07,,-21.2666667,-67.2166667
bo,lloja,Lloja,04,,-16.7333333,-67.5666667
bo,llojeta,Llojeta,04,,-16.4,-67.25
bo,llojllata,Llojllata,04,,-15.8666667,-68.9666667
bo,llollagua,Llollagua,04,,-17.55,-69.0666667
bo,lloquekasa,Lloquekasa,01,,-19.1333333,-65.2166667
bo,lloque,Lloque,01,,-19.1333333,-65.2166667
bo,llucturi,Llucturi,04,,-16.9666667,-68.1666667
bo,lluju,Lluju,04,,-16.7166667,-67.85
bo,llullucha,Llullucha,08,,-18.2166667,-64.2
bo,lluquio,Lluquio,01,,-19.5,-64.6833333
bo,llusta,Llusta,02,,-17.95,-65.6
bo,lluta,Lluta,04,,-17.6,-69.35
bo,lluto,Lluto,04,,-16.6166667,-68.0166667
bo,lobijancha,Lobijancha,07,,-21.1666667,-67.4166667
bo,lobo,Lobo,04,,-15.9833333,-67.8666667
bo,lobyancha,Lobyancha,07,,-21.1666667,-67.4166667
bo,locahayo,Locahayo,07,,-21.65,-66.6
bo,locahorca,Locahorca,07,,-21.65,-66.6
bo,locajchi,Locajchi,07,,-20.2,-65.9
bo,locotal,Locotal,02,,-17.1833333,-65.6166667
bo,locotani,Locotani,04,,-16.9333333,-66.95
bo,locotar,Locotar,02,,-18.1833333,-65.1
bo,logoinha,Logoinha,03,,-11.9666667,-65.0666667
bo,loho,Loho,04,,-15.9833333,-67.8666667
bo,loje,Loje,01,,-18.75,-65.2333333
bo,lojeta,Lojeta,04,,-16.4,-67.25
bo,lokoloko,Lokoloko,02,,-17.9,-65.65
bo,lolopotrero,Lolopotrero,07,,-21.4666667,-66.0333333
bo,lolupampa,Lolupampa,07,,-18.0166667,-66.5
bo,loma alta,Loma Alta,06,,-10.8,-65.9333333
bo,loma alta,Loma Alta,08,,-17.1166667,-63.4166667
bo,loma alta,Loma Alta,09,,-21.9,-63.75
bo,loma chuguijara,Loma Chuguijara,01,,-20.1166667,-65.3166667
bo,loma colorada,Loma Colorada,08,,-17.4666667,-63.7166667
bo,loma de los doce,Loma de los Doce,08,,-19.6,-62.4333333
bo,loma grande,Loma Grande,04,,-16.6,-67.4666667
bo,loma larga,Loma Larga,08,,-18.75,-63.9
bo,loma,Loma,01,,-20.9166667,-64.7666667
bo,loma,Loma,04,,-15.6166667,-68.7833333
bo,loma,Loma,07,,-20.7,-68.3833333
bo,loma seca,Loma Seca,01,,-19.9833333,-64.7
bo,lomas largas,Lomas Largas,09,,-21.95,-64.6166667
bo,lomita,Lomita,03,,-14.1666667,-64.5666667
bo,lomitas,Lomitas,08,,-17.9333333,-63.0833333
bo,londo,Londo,02,,-17.6,-66.2833333
bo,lopez,López,08,,-16.5833333,-62.4
bo,lopez mendoza,Lopez Mendoza,02,,-17.55,-65.3666667
bo,loraiyoc,Loraiyoc,07,,-21.3166667,-65.85
bo,loras,Loras,03,,-15.25,-64.4166667
bo,lorayoc,Lorayoc,07,,-21.3166667,-65.85
bo,lorena,Lorena,06,,-10.6333333,-66.4166667
bo,lorenzo,Lorenzo,08,,-17.7666667,-63.1166667
bo,lorenzo vinto,Lorenzo Vinto,05,,-17.6166667,-67.2333333
bo,loreto,Loreto,03,,-15.1833333,-64.7666667
bo,loreto,Loreto,06,,-11.2833333,-66.85
bo,loreto,Loreto,08,,-17.0333333,-61.9333333
bo,lorito,Lorito,01,,-19.4333333,-64.25
bo,loro huasi,Loro Huasi,07,,-20.3666667,-65.6666667
bo,loromayo,Loromayo,07,,-19.65,-65.3166667
bo,loromayu,Loromayu,07,,-19.65,-65.3166667
bo,loronayoc,Loronayoc,07,,-21.5,-65.6166667
bo,loroyoc,Loroyoc,07,,-21.4666667,-65.7
bo,los aceites,Los Aceites,08,,-17.6666667,-62.65
bo,los amarillos,Los Amarillos,08,,-17.75,-62.8166667
bo,los angeles,Los Ángeles,03,,-12.0166667,-66.7666667
bo,los angeles,Los Ángeles,08,,-14.5333333,-62.2166667
bo,los angelitos,Los Angelitos,08,,-18.4333333,-63.2
bo,los barros,Los Barros,09,,-21.7833333,-63.6
bo,los cafes,Los Cafés,03,,-14.7166667,-64.55
bo,los cafes,Los Cafés,08,,-16.9,-62.8666667
bo,los cantaros,Los Cántaros,08,,-17.5833333,-59.6166667
bo,los castritos,Los Castritos,08,,-18.5166667,-63.6
bo,los chacos,Los Chacos,08,,-14.55,-62.1833333
bo,los chuvirus,Los Chuvirus,08,,-18.45,-60.9166667
bo,los ciervos,Los Ciervos,08,,-17.35,-62.95
bo,los coquices,Los Coquices,03,,-15.1666667,-64.4333333
bo,los coreches,Los Coreches,08,,-19.15,-62.4166667
bo,los corechis,Los Corechis,08,,-19.15,-62.4166667
bo,los corrales,Los Corrales,08,,-19.15,-63.7166667
bo,los cuquises,Los Cuquises,03,,-15.1666667,-64.4333333
bo,los curiches,Los Curiches,08,,-19.15,-62.4166667
bo,los cusis,Los Cusis,03,,-13.1833333,-65.6666667
bo,los cusis,Los Cusis,08,,-16.0666667,-61.7
bo,los fierros,Los Fierros,08,,-17.35,-63.1666667
bo,los gauchos,Los Gauchos,08,,-17.55,-61.7333333
bo,los gitanos,Los Gitanos,08,,-18.85,-63.9666667
bo,los guachos,Los Guachos,08,,-17.55,-61.7333333
bo,los huesos,Los Huesos,08,,-19.5833333,-63.6
bo,los jejenis,Los Jejenis,08,,-18.5166667,-60.8666667
bo,los jubas,Los Jubas,08,,-17.8666667,-62.8666667
bo,los juncos,Los Juncos,03,,-14.1166667,-66.4
bo,los junos,Los Junos,08,,-17.9,-63.0333333
bo,los limos,Los Limos,08,,-16.3,-63.8333333
bo,los magueses,Los Magueses,03,,-15.4666667,-64.3833333
bo,los magueses,Los Magueses,08,,-17.5833333,-59.3833333
bo,los marqueces,Los Marqueces,03,,-15.4666667,-64.3833333
bo,los marqueses,Los Marqueses,08,,-17.5833333,-59.3833333
bo,los masticos,Los Masticos,08,,-19.6333333,-62.6
bo,los mauris,Los Mauris,03,,-15.4166667,-64.1166667
bo,los monos,Los Monos,08,,-18.15,-63.7
bo,los monos,Los Monos,09,,-21.3333333,-63.5833333
bo,los naranjos,Los Naranjos,08,,-17.3,-62.85
bo,los naranjos,Los Naranjos,09,,-21.5333333,-64.1333333
bo,los negros,Los Negros,08,3046,-17.7333333,-63.4333333
bo,los palmares,Los Palmares,03,,-14.5333333,-64.4333333
bo,los paquitos,Los Paquitos,03,,-11.1666667,-65.75
bo,los pastos,Los Pastos,08,,-16.4,-60.5333333
bo,los patos,Los Patos,08,,-16.4,-60.5333333
bo,los penocos,Los Penocos,03,,-13.3333333,-64.7333333
bo,los pinos,Los Pinos,08,,-18.7166667,-63.9166667
bo,los porongos,Los Porongos,08,,-18.1166667,-60.8833333
bo,los poronguitos,Los Poronguitos,09,,-21.7666667,-63.7666667
bo,los porticos,Los Porticos,08,,-18.25,-60.85
bo,los portigos,Los Portigos,08,,-18.25,-60.85
bo,los potreros,Los Potreros,03,,-14.6666667,-64.5666667
bo,los potreros,Los Potreros,08,,-16.25,-62.2333333
bo,los pozos,Los Pozos,09,,-22.6,-64.45
bo,los puentes,Los Puentes,03,,-12.0333333,-66.5166667
bo,los puentes,Los Puentes,09,,-21.8166667,-62.95
bo,los puquios,Los Puquios,08,,-16.0666667,-60.6
bo,los quemados,Los Quemados,08,,-18.7,-63.3666667
